# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2015-01-07 14:22:16 EST       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 04116000 GRAND RIVER AT IONIA, MI
# -----------------------------------------------------------------------------------
#
# Data provided for site 04116000
#    DD parameter statistic   Description
#    01   00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	01_00060_00003	01_00060_00003_cd
USGS	04116000	2004-05-25	21000	A
USGS	04116000	2004-05-26	18900	A
USGS	04116000	2004-05-27	15800	A
USGS	04116000	2004-05-28	12900	A
USGS	04116000	2004-05-29	10600	A
USGS	04116000	2004-05-30	9110	A
USGS	04116000	2004-05-31	8130	A
USGS	04116000	2004-06-01	7560	A
USGS	04116000	2004-06-02	6880	A
USGS	04116000	2004-06-03	6370	A
USGS	04116000	2004-06-04	5840	A
USGS	04116000	2004-06-05	5260	A
USGS	04116000	2004-06-06	4630	A
USGS	04116000	2004-06-07	4210	A
USGS	04116000	2004-06-08	3670	A
USGS	04116000	2004-06-09	3410	A
USGS	04116000	2004-06-10	3260	A
USGS	04116000	2004-06-11	3460	A
USGS	04116000	2004-06-12	4050	A
USGS	04116000	2004-06-13	4390	A
USGS	04116000	2004-06-14	4600	A
USGS	04116000	2004-06-15	4810	A
USGS	04116000	2004-06-16	4940	A
USGS	04116000	2004-06-17	4670	A
USGS	04116000	2004-06-18	4350	A
USGS	04116000	2004-06-19	4150	A
USGS	04116000	2004-06-20	3870	A
USGS	04116000	2004-06-21	3590	A
USGS	04116000	2004-06-22	3510	A
USGS	04116000	2004-06-23	3290	A
USGS	04116000	2004-06-24	3160	A
USGS	04116000	2004-06-25	3060	A
USGS	04116000	2004-06-26	2830	A
USGS	04116000	2004-06-27	2580	A
USGS	04116000	2004-06-28	2510	A
USGS	04116000	2004-06-29	2290	A
USGS	04116000	2004-06-30	2160	A
USGS	04116000	2004-07-01	1990	A
USGS	04116000	2004-07-02	1800	A
USGS	04116000	2004-07-03	1770	A
USGS	04116000	2004-07-04	1760	A
USGS	04116000	2004-07-05	1720	A
USGS	04116000	2004-07-06	1600	A
USGS	04116000	2004-07-07	1490	A
USGS	04116000	2004-07-08	1560	A
USGS	04116000	2004-07-09	1630	A
USGS	04116000	2004-07-10	1550	A
USGS	04116000	2004-07-11	1570	A
USGS	04116000	2004-07-12	1660	A
USGS	04116000	2004-07-13	1520	A
USGS	04116000	2004-07-14	1950	A
USGS	04116000	2004-07-15	2030	A
USGS	04116000	2004-07-16	1650	A
USGS	04116000	2004-07-17	1600	A
USGS	04116000	2004-07-18	1600	A
USGS	04116000	2004-07-19	1350	A
USGS	04116000	2004-07-20	1370	A
USGS	04116000	2004-07-21	1490	A
USGS	04116000	2004-07-22	1790	A
USGS	04116000	2004-07-23	2050	A
USGS	04116000	2004-07-24	1470	A
USGS	04116000	2004-07-25	1430	A
USGS	04116000	2004-07-26	1360	A
USGS	04116000	2004-07-27	1190	A
USGS	04116000	2004-07-28	1230	A
USGS	04116000	2004-07-29	1150	A
USGS	04116000	2004-07-30	1140	A
USGS	04116000	2004-07-31	1170	A
USGS	04116000	2004-08-01	1220	A
USGS	04116000	2004-08-02	1130	A
USGS	04116000	2004-08-03	995	A
USGS	04116000	2004-08-04	1350	A
USGS	04116000	2004-08-05	1470	A
USGS	04116000	2004-08-06	1400	A
USGS	04116000	2004-08-07	1170	A
USGS	04116000	2004-08-08	1210	A
USGS	04116000	2004-08-09	1070	A
USGS	04116000	2004-08-10	1010	A
USGS	04116000	2004-08-11	891	A
USGS	04116000	2004-08-12	907	A
USGS	04116000	2004-08-13	894	A
USGS	04116000	2004-08-14	860	A
USGS	04116000	2004-08-15	760	A
USGS	04116000	2004-08-16	783	A
USGS	04116000	2004-08-17	760	A
USGS	04116000	2004-08-18	723	A
USGS	04116000	2004-08-19	744	A
USGS	04116000	2004-08-20	722	A
USGS	04116000	2004-08-21	693	A
USGS	04116000	2004-08-22	696	A
USGS	04116000	2004-08-23	784	A
USGS	04116000	2004-08-24	623	A
USGS	04116000	2004-08-25	689	A
USGS	04116000	2004-08-26	797	A
USGS	04116000	2004-08-27	983	A
USGS	04116000	2004-08-28	893	A
USGS	04116000	2004-08-29	1080	A
USGS	04116000	2004-08-30	1610	A
USGS	04116000	2004-08-31	1380	A
USGS	04116000	2004-09-01	1040	A
USGS	04116000	2004-09-02	1130	A
USGS	04116000	2004-09-03	1030	A
USGS	04116000	2004-09-04	850	A
USGS	04116000	2004-09-05	759	A
USGS	04116000	2004-09-06	777	A
USGS	04116000	2004-09-07	730	A
USGS	04116000	2004-09-08	822	A
USGS	04116000	2004-09-09	785	A
USGS	04116000	2004-09-10	754	A
USGS	04116000	2004-09-11	744	A
USGS	04116000	2004-09-12	674	A
USGS	04116000	2004-09-13	630	A
USGS	04116000	2004-09-14	560	A
USGS	04116000	2004-09-15	541	A
USGS	04116000	2004-09-16	509	A
USGS	04116000	2004-09-17	399	A
USGS	04116000	2004-09-18	535	A
USGS	04116000	2004-09-19	529	A
USGS	04116000	2004-09-20	556	A
USGS	04116000	2004-09-21	547	A
USGS	04116000	2004-09-22	500	A
USGS	04116000	2004-09-23	413	A
USGS	04116000	2004-09-24	517	A
USGS	04116000	2004-09-25	499	A
USGS	04116000	2004-09-26	402	A
USGS	04116000	2004-09-27	419	A
USGS	04116000	2004-09-28	459	A
USGS	04116000	2004-09-29	511	A
USGS	04116000	2004-09-30	494	A
USGS	04116000	2004-10-01	396	A
USGS	04116000	2004-10-02	382	A
USGS	04116000	2004-10-03	506	A
USGS	04116000	2004-10-04	507	A
USGS	04116000	2004-10-05	490	A
USGS	04116000	2004-10-06	364	A
USGS	04116000	2004-10-07	508	A
USGS	04116000	2004-10-08	499	A
USGS	04116000	2004-10-09	429	A
USGS	04116000	2004-10-10	543	A
USGS	04116000	2004-10-11	546	A
USGS	04116000	2004-10-12	513	A
USGS	04116000	2004-10-13	395	A
USGS	04116000	2004-10-14	532	A
USGS	04116000	2004-10-15	529	A
USGS	04116000	2004-10-16	537	A
USGS	04116000	2004-10-17	567	A
USGS	04116000	2004-10-18	639	A
USGS	04116000	2004-10-19	607	A
USGS	04116000	2004-10-20	642	A
USGS	04116000	2004-10-21	673	A
USGS	04116000	2004-10-22	625	A
USGS	04116000	2004-10-23	656	A
USGS	04116000	2004-10-24	608	A
USGS	04116000	2004-10-25	696	A
USGS	04116000	2004-10-26	690	A
USGS	04116000	2004-10-27	594	A
USGS	04116000	2004-10-28	647	A
USGS	04116000	2004-10-29	731	A
USGS	04116000	2004-10-30	814	A
USGS	04116000	2004-10-31	743	A
USGS	04116000	2004-11-01	774	A
USGS	04116000	2004-11-02	903	A
USGS	04116000	2004-11-03	1310	A
USGS	04116000	2004-11-04	1300	A
USGS	04116000	2004-11-05	1480	A
USGS	04116000	2004-11-06	1640	A
USGS	04116000	2004-11-07	1390	A
USGS	04116000	2004-11-08	1430	A
USGS	04116000	2004-11-09	1240	A
USGS	04116000	2004-11-10	1280	A
USGS	04116000	2004-11-11	1110	A
USGS	04116000	2004-11-12	1130	A
USGS	04116000	2004-11-13	1040	A
USGS	04116000	2004-11-14	971	A
USGS	04116000	2004-11-15	896	A
USGS	04116000	2004-11-16	898	A
USGS	04116000	2004-11-17	997	A
USGS	04116000	2004-11-18	1020	A
USGS	04116000	2004-11-19	909	A
USGS	04116000	2004-11-20	1010	A
USGS	04116000	2004-11-21	1050	A
USGS	04116000	2004-11-22	1130	A
USGS	04116000	2004-11-23	1050	A
USGS	04116000	2004-11-24	1080	A
USGS	04116000	2004-11-25	1080	A
USGS	04116000	2004-11-26	1100	A
USGS	04116000	2004-11-27	1220	A
USGS	04116000	2004-11-28	2170	A
USGS	04116000	2004-11-29	2770	A
USGS	04116000	2004-11-30	2740	A
USGS	04116000	2004-12-01	2890	A
USGS	04116000	2004-12-02	3220	A
USGS	04116000	2004-12-03	3320	A
USGS	04116000	2004-12-04	3210	A
USGS	04116000	2004-12-05	3070	A
USGS	04116000	2004-12-06	3000	A
USGS	04116000	2004-12-07	3180	A
USGS	04116000	2004-12-08	3980	A
USGS	04116000	2004-12-09	4030	A
USGS	04116000	2004-12-10	3820	A
USGS	04116000	2004-12-11	3900	A
USGS	04116000	2004-12-12	4020	A
USGS	04116000	2004-12-13	3940	A
USGS	04116000	2004-12-14	3800	A
USGS	04116000	2004-12-15	3550	A
USGS	04116000	2004-12-16	3340	A
USGS	04116000	2004-12-17	3070	A
USGS	04116000	2004-12-18	2800	A
USGS	04116000	2004-12-19	2690	A
USGS	04116000	2004-12-20	2340	A
USGS	04116000	2004-12-21	1730	A
USGS	04116000	2004-12-22	2130	A
USGS	04116000	2004-12-23	2130	A
USGS	04116000	2004-12-24	2070	A:e
USGS	04116000	2004-12-25	1930	A:e
USGS	04116000	2004-12-26	1750	A:e
USGS	04116000	2004-12-27	1650	A:e
USGS	04116000	2004-12-28	1630	A:e
USGS	04116000	2004-12-29	1600	A:e
USGS	04116000	2004-12-30	1640	A:e
USGS	04116000	2004-12-31	1850	A:e
USGS	04116000	2005-01-01	2230	A:e
USGS	04116000	2005-01-02	2620	A
USGS	04116000	2005-01-03	3500	A
USGS	04116000	2005-01-04	3770	A
USGS	04116000	2005-01-05	3900	A
USGS	04116000	2005-01-06	3760	A
USGS	04116000	2005-01-07	3500	A
USGS	04116000	2005-01-08	3160	A
USGS	04116000	2005-01-09	3190	A
USGS	04116000	2005-01-10	3210	A
USGS	04116000	2005-01-11	3080	A
USGS	04116000	2005-01-12	3190	A
USGS	04116000	2005-01-13	5630	A
USGS	04116000	2005-01-14	11100	A
USGS	04116000	2005-01-15	13500	A
USGS	04116000	2005-01-16	12600	A:e
USGS	04116000	2005-01-17	11000	A:e
USGS	04116000	2005-01-18	8950	A:e
USGS	04116000	2005-01-19	7090	A:e
USGS	04116000	2005-01-20	5650	A:e
USGS	04116000	2005-01-21	5040	A:e
USGS	04116000	2005-01-22	4330	A:e
USGS	04116000	2005-01-23	3430	A:e
USGS	04116000	2005-01-24	2500	A:e
USGS	04116000	2005-01-25	3050	A:e
USGS	04116000	2005-01-26	3300	A:e
USGS	04116000	2005-01-27	2980	A:e
USGS	04116000	2005-01-28	2730	A:e
USGS	04116000	2005-01-29	2530	A:e
USGS	04116000	2005-01-30	2520	A:e
USGS	04116000	2005-01-31	2370	A:e
USGS	04116000	2005-02-01	2280	A:e
USGS	04116000	2005-02-02	2230	A:e
USGS	04116000	2005-02-03	2090	A:e
USGS	04116000	2005-02-04	2060	A:e
USGS	04116000	2005-02-05	1920	A:e
USGS	04116000	2005-02-06	1990	A:e
USGS	04116000	2005-02-07	2040	A:e
USGS	04116000	2005-02-08	2390	A:e
USGS	04116000	2005-02-09	3240	A
USGS	04116000	2005-02-10	3190	A
USGS	04116000	2005-02-11	3090	A
USGS	04116000	2005-02-12	3020	A
USGS	04116000	2005-02-13	2970	A
USGS	04116000	2005-02-14	3560	A
USGS	04116000	2005-02-15	5520	A
USGS	04116000	2005-02-16	6510	A
USGS	04116000	2005-02-17	7440	A
USGS	04116000	2005-02-18	7390	A
USGS	04116000	2005-02-19	6760	A
USGS	04116000	2005-02-20	6030	A
USGS	04116000	2005-02-21	5440	A
USGS	04116000	2005-02-22	4920	A
USGS	04116000	2005-02-23	4430	A
USGS	04116000	2005-02-24	4040	A
USGS	04116000	2005-02-25	3800	A
USGS	04116000	2005-02-26	3580	A
USGS	04116000	2005-02-27	3220	A
USGS	04116000	2005-02-28	3030	A
USGS	04116000	2005-03-01	2950	A
USGS	04116000	2005-03-02	2840	A
USGS	04116000	2005-03-03	2580	A
USGS	04116000	2005-03-04	2490	A
USGS	04116000	2005-03-05	2500	A
USGS	04116000	2005-03-06	2680	A
USGS	04116000	2005-03-07	3210	A
USGS	04116000	2005-03-08	5670	A
USGS	04116000	2005-03-09	6150	A
USGS	04116000	2005-03-10	5950	A
USGS	04116000	2005-03-11	5500	A
USGS	04116000	2005-03-12	5080	A
USGS	04116000	2005-03-13	4450	A
USGS	04116000	2005-03-14	3890	A
USGS	04116000	2005-03-15	3510	A
USGS	04116000	2005-03-16	3300	A
USGS	04116000	2005-03-17	3210	A
USGS	04116000	2005-03-18	3120	A
USGS	04116000	2005-03-19	3100	A
USGS	04116000	2005-03-20	3240	A
USGS	04116000	2005-03-21	3870	A
USGS	04116000	2005-03-22	4200	A
USGS	04116000	2005-03-23	4530	A
USGS	04116000	2005-03-24	4700	A
USGS	04116000	2005-03-25	4680	A
USGS	04116000	2005-03-26	4900	A
USGS	04116000	2005-03-27	5070	A
USGS	04116000	2005-03-28	5160	A
USGS	04116000	2005-03-29	5340	A
USGS	04116000	2005-03-30	5530	A
USGS	04116000	2005-03-31	5680	A
USGS	04116000	2005-04-01	5720	A
USGS	04116000	2005-04-02	5560	A
USGS	04116000	2005-04-03	5220	A
USGS	04116000	2005-04-04	4840	A
USGS	04116000	2005-04-05	4420	A
USGS	04116000	2005-04-06	4020	A
USGS	04116000	2005-04-07	3690	A
USGS	04116000	2005-04-08	3440	A
USGS	04116000	2005-04-09	3180	A
USGS	04116000	2005-04-10	3030	A
USGS	04116000	2005-04-11	2830	A
USGS	04116000	2005-04-12	2650	A
USGS	04116000	2005-04-13	2480	A
USGS	04116000	2005-04-14	2380	A
USGS	04116000	2005-04-15	2260	A
USGS	04116000	2005-04-16	2090	A
USGS	04116000	2005-04-17	2060	A
USGS	04116000	2005-04-18	2010	A
USGS	04116000	2005-04-19	1970	A
USGS	04116000	2005-04-20	1890	A
USGS	04116000	2005-04-21	1720	A
USGS	04116000	2005-04-22	1790	A
USGS	04116000	2005-04-23	1730	A
USGS	04116000	2005-04-24	1600	A
USGS	04116000	2005-04-25	1890	A
USGS	04116000	2005-04-26	1980	A
USGS	04116000	2005-04-27	1960	A
USGS	04116000	2005-04-28	2070	A
USGS	04116000	2005-04-29	2000	A
USGS	04116000	2005-04-30	1890	A
USGS	04116000	2005-05-01	1860	A
USGS	04116000	2005-05-02	1770	A
USGS	04116000	2005-05-03	1770	A
USGS	04116000	2005-05-04	1660	A
USGS	04116000	2005-05-05	1580	A
USGS	04116000	2005-05-06	1540	A
USGS	04116000	2005-05-07	1540	A
USGS	04116000	2005-05-08	1420	A
USGS	04116000	2005-05-09	1500	A
USGS	04116000	2005-05-10	1590	A
USGS	04116000	2005-05-11	1250	A
USGS	04116000	2005-05-12	1020	A
USGS	04116000	2005-05-13	1320	A
USGS	04116000	2005-05-14	1660	A
USGS	04116000	2005-05-15	1620	A
USGS	04116000	2005-05-16	1590	A
USGS	04116000	2005-05-17	1710	A
USGS	04116000	2005-05-18	1630	A
USGS	04116000	2005-05-19	1540	A
USGS	04116000	2005-05-20	1550	A
USGS	04116000	2005-05-21	1460	A
USGS	04116000	2005-05-22	1390	A
USGS	04116000	2005-05-23	1460	A
USGS	04116000	2005-05-24	1440	A
USGS	04116000	2005-05-25	1400	A
USGS	04116000	2005-05-26	1260	A
USGS	04116000	2005-05-27	1200	A
USGS	04116000	2005-05-28	1150	A
USGS	04116000	2005-05-29	1050	A
USGS	04116000	2005-05-30	986	A
USGS	04116000	2005-05-31	968	A
USGS	04116000	2005-06-01	964	A
USGS	04116000	2005-06-02	934	A
USGS	04116000	2005-06-03	834	A
USGS	04116000	2005-06-04	805	A
USGS	04116000	2005-06-05	857	A
USGS	04116000	2005-06-06	897	A
USGS	04116000	2005-06-07	954	A
USGS	04116000	2005-06-08	1150	A
USGS	04116000	2005-06-09	1250	A
USGS	04116000	2005-06-10	1240	A
USGS	04116000	2005-06-11	1630	A
USGS	04116000	2005-06-12	1300	A
USGS	04116000	2005-06-13	1610	A
USGS	04116000	2005-06-14	2230	A
USGS	04116000	2005-06-15	2390	A
USGS	04116000	2005-06-16	2320	A
USGS	04116000	2005-06-17	2060	A
USGS	04116000	2005-06-18	1940	A
USGS	04116000	2005-06-19	1850	A
USGS	04116000	2005-06-20	1660	A
USGS	04116000	2005-06-21	1520	A
USGS	04116000	2005-06-22	1320	A
USGS	04116000	2005-06-23	1240	A
USGS	04116000	2005-06-24	1070	A
USGS	04116000	2005-06-25	974	A
USGS	04116000	2005-06-26	910	A
USGS	04116000	2005-06-27	908	A
USGS	04116000	2005-06-28	790	A
USGS	04116000	2005-06-29	736	A
USGS	04116000	2005-06-30	711	A
USGS	04116000	2005-07-01	742	A
USGS	04116000	2005-07-02	778	A
USGS	04116000	2005-07-03	655	A
USGS	04116000	2005-07-04	666	A
USGS	04116000	2005-07-05	728	A
USGS	04116000	2005-07-06	1410	A
USGS	04116000	2005-07-07	702	A
USGS	04116000	2005-07-08	732	A
USGS	04116000	2005-07-09	663	A
USGS	04116000	2005-07-10	714	A
USGS	04116000	2005-07-11	659	A
USGS	04116000	2005-07-12	619	A
USGS	04116000	2005-07-13	572	A
USGS	04116000	2005-07-14	550	A
USGS	04116000	2005-07-15	498	A
USGS	04116000	2005-07-16	550	A
USGS	04116000	2005-07-17	576	A
USGS	04116000	2005-07-18	648	A
USGS	04116000	2005-07-19	680	A
USGS	04116000	2005-07-20	673	A
USGS	04116000	2005-07-21	854	A
USGS	04116000	2005-07-22	730	A
USGS	04116000	2005-07-23	682	A
USGS	04116000	2005-07-24	786	A
USGS	04116000	2005-07-25	1680	A
USGS	04116000	2005-07-26	1700	A
USGS	04116000	2005-07-27	1460	A
USGS	04116000	2005-07-28	1240	A
USGS	04116000	2005-07-29	1180	A
USGS	04116000	2005-07-30	1110	A
USGS	04116000	2005-07-31	1000	A
USGS	04116000	2005-08-01	830	A
USGS	04116000	2005-08-02	907	A
USGS	04116000	2005-08-03	659	A
USGS	04116000	2005-08-04	759	A
USGS	04116000	2005-08-05	635	A
USGS	04116000	2005-08-06	630	A
USGS	04116000	2005-08-07	580	A
USGS	04116000	2005-08-08	560	A
USGS	04116000	2005-08-09	537	A
USGS	04116000	2005-08-10	414	A
USGS	04116000	2005-08-11	576	A
USGS	04116000	2005-08-12	528	A
USGS	04116000	2005-08-13	534	A
USGS	04116000	2005-08-14	534	A
USGS	04116000	2005-08-15	525	A
USGS	04116000	2005-08-16	482	A
USGS	04116000	2005-08-17	551	A
USGS	04116000	2005-08-18	448	A
USGS	04116000	2005-08-19	592	A
USGS	04116000	2005-08-20	512	A
USGS	04116000	2005-08-21	413	A
USGS	04116000	2005-08-22	422	A
USGS	04116000	2005-08-23	546	A
USGS	04116000	2005-08-24	511	A
USGS	04116000	2005-08-25	439	A
USGS	04116000	2005-08-26	472	A
USGS	04116000	2005-08-27	439	A
USGS	04116000	2005-08-28	469	A
USGS	04116000	2005-08-29	465	A
USGS	04116000	2005-08-30	443	A
USGS	04116000	2005-08-31	433	A
USGS	04116000	2005-09-01	430	A
USGS	04116000	2005-09-02	425	A
USGS	04116000	2005-09-03	410	A
USGS	04116000	2005-09-04	405	A
USGS	04116000	2005-09-05	382	A
USGS	04116000	2005-09-06	357	A
USGS	04116000	2005-09-07	364	A
USGS	04116000	2005-09-08	351	A
USGS	04116000	2005-09-09	398	A
USGS	04116000	2005-09-10	377	A
USGS	04116000	2005-09-11	372	A
USGS	04116000	2005-09-12	344	A
USGS	04116000	2005-09-13	327	A
USGS	04116000	2005-09-14	375	A
USGS	04116000	2005-09-15	381	A
USGS	04116000	2005-09-16	383	A
USGS	04116000	2005-09-17	460	A
USGS	04116000	2005-09-18	531	A
USGS	04116000	2005-09-19	438	A
USGS	04116000	2005-09-20	420	A
USGS	04116000	2005-09-21	384	A
USGS	04116000	2005-09-22	448	A
USGS	04116000	2005-09-23	588	A
USGS	04116000	2005-09-24	616	A
USGS	04116000	2005-09-25	614	A
USGS	04116000	2005-09-26	573	A
USGS	04116000	2005-09-27	612	A
USGS	04116000	2005-09-28	774	A
USGS	04116000	2005-09-29	647	A
USGS	04116000	2005-09-30	603	A
USGS	04116000	2005-10-01	597	A
USGS	04116000	2005-10-02	587	A
USGS	04116000	2005-10-03	548	A
USGS	04116000	2005-10-04	484	A
USGS	04116000	2005-10-05	479	A
USGS	04116000	2005-10-06	450	A
USGS	04116000	2005-10-07	417	A
USGS	04116000	2005-10-08	402	A
USGS	04116000	2005-10-09	403	A
USGS	04116000	2005-10-10	384	A
USGS	04116000	2005-10-11	409	A
USGS	04116000	2005-10-12	437	A
USGS	04116000	2005-10-13	421	A
USGS	04116000	2005-10-14	405	A
USGS	04116000	2005-10-15	457	A
USGS	04116000	2005-10-16	457	A
USGS	04116000	2005-10-17	448	A
USGS	04116000	2005-10-18	377	A
USGS	04116000	2005-10-19	480	A
USGS	04116000	2005-10-20	470	A
USGS	04116000	2005-10-21	385	A
USGS	04116000	2005-10-22	407	A
USGS	04116000	2005-10-23	486	A
USGS	04116000	2005-10-24	480	A
USGS	04116000	2005-10-25	459	A
USGS	04116000	2005-10-26	403	A
USGS	04116000	2005-10-27	425	A
USGS	04116000	2005-10-28	519	A
USGS	04116000	2005-10-29	467	A
USGS	04116000	2005-10-30	309	A
USGS	04116000	2005-10-31	464	A
USGS	04116000	2005-11-01	505	A
USGS	04116000	2005-11-02	614	A
USGS	04116000	2005-11-03	620	A
USGS	04116000	2005-11-04	599	A
USGS	04116000	2005-11-05	546	A
USGS	04116000	2005-11-06	557	A
USGS	04116000	2005-11-07	680	A
USGS	04116000	2005-11-08	540	A
USGS	04116000	2005-11-09	855	A
USGS	04116000	2005-11-10	1370	A
USGS	04116000	2005-11-11	1190	A
USGS	04116000	2005-11-12	799	A
USGS	04116000	2005-11-13	892	A
USGS	04116000	2005-11-14	807	A
USGS	04116000	2005-11-15	780	A
USGS	04116000	2005-11-16	794	A
USGS	04116000	2005-11-17	897	A
USGS	04116000	2005-11-18	835	A
USGS	04116000	2005-11-19	840	A
USGS	04116000	2005-11-20	790	A
USGS	04116000	2005-11-21	781	A
USGS	04116000	2005-11-22	753	A
USGS	04116000	2005-11-23	709	A
USGS	04116000	2005-11-24	707	A
USGS	04116000	2005-11-25	696	A
USGS	04116000	2005-11-26	605	A
USGS	04116000	2005-11-27	750	A
USGS	04116000	2005-11-28	896	A
USGS	04116000	2005-11-29	1060	A
USGS	04116000	2005-11-30	1270	A
USGS	04116000	2005-12-01	1280	A
USGS	04116000	2005-12-02	1220	A
USGS	04116000	2005-12-03	1160	A
USGS	04116000	2005-12-04	1090	A
USGS	04116000	2005-12-05	1010	A
USGS	04116000	2005-12-06	939	A
USGS	04116000	2005-12-07	881	A
USGS	04116000	2005-12-08	800	A:e
USGS	04116000	2005-12-09	810	A:e
USGS	04116000	2005-12-10	735	A:e
USGS	04116000	2005-12-11	941	A:e
USGS	04116000	2005-12-12	820	A:e
USGS	04116000	2005-12-13	829	A:e
USGS	04116000	2005-12-14	825	A:e
USGS	04116000	2005-12-15	753	A:e
USGS	04116000	2005-12-16	836	A:e
USGS	04116000	2005-12-17	738	A:e
USGS	04116000	2005-12-18	776	A:e
USGS	04116000	2005-12-19	795	A:e
USGS	04116000	2005-12-20	648	A:e
USGS	04116000	2005-12-21	692	A:e
USGS	04116000	2005-12-22	762	A:e
USGS	04116000	2005-12-23	786	A:e
USGS	04116000	2005-12-24	934	A
USGS	04116000	2005-12-25	1040	A
USGS	04116000	2005-12-26	1070	A
USGS	04116000	2005-12-27	1200	A
USGS	04116000	2005-12-28	1380	A
USGS	04116000	2005-12-29	1540	A
USGS	04116000	2005-12-30	1690	A
USGS	04116000	2005-12-31	1870	A
USGS	04116000	2006-01-01	2000	A
USGS	04116000	2006-01-02	2170	A
USGS	04116000	2006-01-03	2760	A
USGS	04116000	2006-01-04	3790	A
USGS	04116000	2006-01-05	3920	A
USGS	04116000	2006-01-06	3930	A
USGS	04116000	2006-01-07	3930	A
USGS	04116000	2006-01-08	3610	A
USGS	04116000	2006-01-09	3280	A
USGS	04116000	2006-01-10	3000	A
USGS	04116000	2006-01-11	2810	A
USGS	04116000	2006-01-12	2670	A
USGS	04116000	2006-01-13	2640	A
USGS	04116000	2006-01-14	3250	A
USGS	04116000	2006-01-15	3900	A
USGS	04116000	2006-01-16	3690	A
USGS	04116000	2006-01-17	3480	A
USGS	04116000	2006-01-18	3470	A
USGS	04116000	2006-01-19	3540	A
USGS	04116000	2006-01-20	3480	A
USGS	04116000	2006-01-21	3820	A
USGS	04116000	2006-01-22	4090	A
USGS	04116000	2006-01-23	4120	A
USGS	04116000	2006-01-24	4070	A
USGS	04116000	2006-01-25	3930	A
USGS	04116000	2006-01-26	3640	A
USGS	04116000	2006-01-27	3330	A
USGS	04116000	2006-01-28	3200	A
USGS	04116000	2006-01-29	3710	A
USGS	04116000	2006-01-30	5650	A
USGS	04116000	2006-01-31	6460	A
USGS	04116000	2006-02-01	6470	A
USGS	04116000	2006-02-02	6120	A
USGS	04116000	2006-02-03	5580	A
USGS	04116000	2006-02-04	5020	A
USGS	04116000	2006-02-05	4770	A
USGS	04116000	2006-02-06	4680	A
USGS	04116000	2006-02-07	4430	A
USGS	04116000	2006-02-08	4160	A
USGS	04116000	2006-02-09	3830	A
USGS	04116000	2006-02-10	3570	A
USGS	04116000	2006-02-11	3340	A
USGS	04116000	2006-02-12	3160	A
USGS	04116000	2006-02-13	2960	A
USGS	04116000	2006-02-14	2850	A
USGS	04116000	2006-02-15	2750	A
USGS	04116000	2006-02-16	2720	A
USGS	04116000	2006-02-17	3390	A
USGS	04116000	2006-02-18	4250	A:e
USGS	04116000	2006-02-19	4150	A:e
USGS	04116000	2006-02-20	3980	A:e
USGS	04116000	2006-02-21	3800	A:e
USGS	04116000	2006-02-22	3600	A:e
USGS	04116000	2006-02-23	3440	A:e
USGS	04116000	2006-02-24	3260	A
USGS	04116000	2006-02-25	3090	A
USGS	04116000	2006-02-26	2890	A
USGS	04116000	2006-02-27	2730	A
USGS	04116000	2006-02-28	2570	A
USGS	04116000	2006-03-01	2500	A
USGS	04116000	2006-03-02	2360	A
USGS	04116000	2006-03-03	2300	A
USGS	04116000	2006-03-04	2150	A
USGS	04116000	2006-03-05	2090	A
USGS	04116000	2006-03-06	1980	A
USGS	04116000	2006-03-07	1950	A
USGS	04116000	2006-03-08	1940	A
USGS	04116000	2006-03-09	2830	A
USGS	04116000	2006-03-10	5420	A
USGS	04116000	2006-03-11	6200	A
USGS	04116000	2006-03-12	6460	A
USGS	04116000	2006-03-13	6920	A
USGS	04116000	2006-03-14	9050	A
USGS	04116000	2006-03-15	10100	A
USGS	04116000	2006-03-16	9710	A
USGS	04116000	2006-03-17	8850	A
USGS	04116000	2006-03-18	7780	A
USGS	04116000	2006-03-19	6700	A
USGS	04116000	2006-03-20	5940	A
USGS	04116000	2006-03-21	5280	A
USGS	04116000	2006-03-22	4750	A
USGS	04116000	2006-03-23	4300	A
USGS	04116000	2006-03-24	3910	A
USGS	04116000	2006-03-25	3660	A
USGS	04116000	2006-03-26	3510	A
USGS	04116000	2006-03-27	3250	A
USGS	04116000	2006-03-28	3080	A
USGS	04116000	2006-03-29	3030	A
USGS	04116000	2006-03-30	2800	A
USGS	04116000	2006-03-31	2750	A
USGS	04116000	2006-04-01	2750	A
USGS	04116000	2006-04-02	2700	A
USGS	04116000	2006-04-03	2730	A
USGS	04116000	2006-04-04	2760	A
USGS	04116000	2006-04-05	2760	A
USGS	04116000	2006-04-06	2560	A
